Ref,event,url,text,type,filetype,src,created,files
787,GW250109_083206,https://gwosc.org/eventapi/json/GWTC-5.0/GW250109_083206/v1,JSON file,json-url,,,,
788,GW250109_083206,https://gwosc.org/eventapi/html/GWTC-5.0/GW250109_083206/v1,GWTC link,open-data,,,,
789,GW250109_083206,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
790,GW250109_074552,https://gwosc.org/eventapi/json/GWTC-5.0/GW250109_074552/v1,JSON file,json-url,,,,
791,GW250109_074552,https://gwosc.org/eventapi/html/GWTC-5.0/GW250109_074552/v1,GWTC link,open-data,,,,
792,GW250109_074552,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW250109_074552-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
793,GW250109_074552,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
794,GW250109_010541,https://gwosc.org/eventapi/json/GWTC-5.0/GW250109_010541/v1,JSON file,json-url,,,,
795,GW250109_010541,https://gwosc.org/eventapi/html/GWTC-5.0/GW250109_010541/v1,GWTC link,open-data,,,,
796,GW250109_010541,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW250109_010541-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
797,GW250109_010541,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
798,GW250108_152221,https://gwosc.org/eventapi/json/GWTC-5.0/GW250108_152221/v1,JSON file,json-url,,,,
799,GW250108_152221,https://gwosc.org/eventapi/html/GWTC-5.0/GW250108_152221/v1,GWTC link,open-data,,,,
800,GW250108_152221,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW250108_152221-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
801,GW250108_152221,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
802,GW250105_134047,https://gwosc.org/eventapi/json/GWTC-5.0/GW250105_134047/v1,JSON file,json-url,,,,
803,GW250105_134047,https://gwosc.org/eventapi/html/GWTC-5.0/GW250105_134047/v1,GWTC link,open-data,,,,
804,GW250105_134047,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
805,GW250104_015122,https://gwosc.org/eventapi/json/GWTC-5.0/GW250104_015122/v1,JSON file,json-url,,,,
806,GW250104_015122,https://gwosc.org/eventapi/html/GWTC-5.0/GW250104_015122/v1,GWTC link,open-data,,,,
807,GW250104_015122,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW250104_015122-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
808,GW250104_015122,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
809,GW250101_011205,https://gwosc.org/eventapi/json/GWTC-5.0/GW250101_011205/v1,JSON file,json-url,,,,
810,GW250101_011205,https://gwosc.org/eventapi/html/GWTC-5.0/GW250101_011205/v1,GWTC link,open-data,,,,
811,GW250101_011205,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW250101_011205-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
812,GW250101_011205,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
813,GW241231_054133,https://gwosc.org/eventapi/json/GWTC-5.0/GW241231_054133/v1,JSON file,json-url,,,,
814,GW241231_054133,https://gwosc.org/eventapi/html/GWTC-5.0/GW241231_054133/v1,GWTC link,open-data,,,,
815,GW241231_054133,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW241231_054133-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
816,GW241231_054133,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
817,GW241230_233618,https://gwosc.org/eventapi/json/GWTC-5.0/GW241230_233618/v1,JSON file,json-url,,,,
818,GW241230_233618,https://gwosc.org/eventapi/html/GWTC-5.0/GW241230_233618/v1,GWTC link,open-data,,,,
819,GW241230_233618,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW241230_233618-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
820,GW241230_233618,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
821,GW241230_084504,https://gwosc.org/eventapi/json/GWTC-5.0/GW241230_084504/v1,JSON file,json-url,,,,
822,GW241230_084504,https://gwosc.org/eventapi/html/GWTC-5.0/GW241230_084504/v1,GWTC link,open-data,,,,
823,GW241230_084504,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW241230_084504-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
824,GW241230_084504,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
825,GW241229_155844,https://gwosc.org/eventapi/json/GWTC-5.0/GW241229_155844/v1,JSON file,json-url,,,,
826,GW241229_155844,https://gwosc.org/eventapi/html/GWTC-5.0/GW241229_155844/v1,GWTC link,open-data,,,,
827,GW241229_155844,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW241229_155844-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
828,GW241229_155844,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
829,GW241225_082815,https://gwosc.org/eventapi/json/GWTC-5.0/GW241225_082815/v1,JSON file,json-url,,,,
830,GW241225_082815,https://gwosc.org/eventapi/html/GWTC-5.0/GW241225_082815/v1,GWTC link,open-data,,,,
831,GW241225_082815,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW241225_082815-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
832,GW241225_082815,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
833,GW241225_042553,https://gwosc.org/eventapi/json/GWTC-5.0/GW241225_042553/v1,JSON file,json-url,,,,
834,GW241225_042553,https://gwosc.org/eventapi/html/GWTC-5.0/GW241225_042553/v1,GWTC link,open-data,,,,
835,GW241225_042553,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW241225_042553-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
836,GW241225_042553,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
837,GW241220_062146,https://gwosc.org/eventapi/json/GWTC-5.0/GW241220_062146/v1,JSON file,json-url,,,,
838,GW241220_062146,https://gwosc.org/eventapi/html/GWTC-5.0/GW241220_062146/v1,GWTC link,open-data,,,,
839,GW241220_062146,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
840,GW241219_222607,https://gwosc.org/eventapi/json/GWTC-5.0/GW241219_222607/v1,JSON file,json-url,,,,
841,GW241219_222607,https://gwosc.org/eventapi/html/GWTC-5.0/GW241219_222607/v1,GWTC link,open-data,,,,
842,GW241219_222607,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
843,GW241210_120900,https://gwosc.org/eventapi/json/GWTC-5.0/GW241210_120900/v1,JSON file,json-url,,,,
844,GW241210_120900,https://gwosc.org/eventapi/html/GWTC-5.0/GW241210_120900/v1,GWTC link,open-data,,,,
845,GW241210_120900,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW241210_120900-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
846,GW241210_120900,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
847,GW241210_060606,https://gwosc.org/eventapi/json/GWTC-5.0/GW241210_060606/v1,JSON file,json-url,,,,
848,GW241210_060606,https://gwosc.org/eventapi/html/GWTC-5.0/GW241210_060606/v1,GWTC link,open-data,,,,
849,GW241210_060606,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW241210_060606-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
850,GW241210_060606,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
851,GW241210_023335,https://gwosc.org/eventapi/json/GWTC-5.0/GW241210_023335/v1,JSON file,json-url,,,,
852,GW241210_023335,https://gwosc.org/eventapi/html/GWTC-5.0/GW241210_023335/v1,GWTC link,open-data,,,,
853,GW241210_023335,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
854,GW241201_142737,https://gwosc.org/eventapi/json/GWTC-5.0/GW241201_142737/v1,JSON file,json-url,,,,
855,GW241201_142737,https://gwosc.org/eventapi/html/GWTC-5.0/GW241201_142737/v1,GWTC link,open-data,,,,
856,GW241201_142737,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
857,GW241201_055758,https://gwosc.org/eventapi/json/GWTC-5.0/GW241201_055758/v1,JSON file,json-url,,,,
858,GW241201_055758,https://gwosc.org/eventapi/html/GWTC-5.0/GW241201_055758/v1,GWTC link,open-data,,,,
859,GW241201_055758,https://zenodo.org/api/records/20348006/files/IGWN-GWTC5p0-29ebe06b7_25-GW241201_055758-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
860,GW241201_055758,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
861,GW241130_110422,https://gwosc.org/eventapi/json/GWTC-5.0/GW241130_110422/v1,JSON file,json-url,,,,
862,GW241130_110422,https://gwosc.org/eventapi/html/GWTC-5.0/GW241130_110422/v1,GWTC link,open-data,,,,
863,GW241130_110422,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241130_110422-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
864,GW241130_110422,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
865,GW241130_034908,https://gwosc.org/eventapi/json/GWTC-5.0/GW241130_034908/v1,JSON file,json-url,,,,
866,GW241130_034908,https://gwosc.org/eventapi/html/GWTC-5.0/GW241130_034908/v1,GWTC link,open-data,,,,
867,GW241130_034908,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241130_034908-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
868,GW241130_034908,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
869,GW241129_140416,https://gwosc.org/eventapi/json/GWTC-5.0/GW241129_140416/v1,JSON file,json-url,,,,
870,GW241129_140416,https://gwosc.org/eventapi/html/GWTC-5.0/GW241129_140416/v1,GWTC link,open-data,,,,
871,GW241129_140416,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
872,GW241129_021832,https://gwosc.org/eventapi/json/GWTC-5.0/GW241129_021832/v1,JSON file,json-url,,,,
873,GW241129_021832,https://gwosc.org/eventapi/html/GWTC-5.0/GW241129_021832/v1,GWTC link,open-data,,,,
874,GW241129_021832,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241129_021832-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
875,GW241129_021832,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
876,GW241127_061008,https://gwosc.org/eventapi/json/GWTC-5.0/GW241127_061008/v1,JSON file,json-url,,,,
877,GW241127_061008,https://gwosc.org/eventapi/html/GWTC-5.0/GW241127_061008/v1,GWTC link,open-data,,,,
878,GW241127_061008,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241127_061008-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
879,GW241127_061008,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
880,GW241125_010116,https://gwosc.org/eventapi/json/GWTC-5.0/GW241125_010116/v1,JSON file,json-url,,,,
881,GW241125_010116,https://gwosc.org/eventapi/html/GWTC-5.0/GW241125_010116/v1,GWTC link,open-data,,,,
882,GW241125_010116,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241125_010116-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
883,GW241125_010116,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
884,GW241124_024914,https://gwosc.org/eventapi/json/GWTC-5.0/GW241124_024914/v1,JSON file,json-url,,,,
885,GW241124_024914,https://gwosc.org/eventapi/html/GWTC-5.0/GW241124_024914/v1,GWTC link,open-data,,,,
886,GW241124_024914,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241124_024914-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
887,GW241124_024914,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
888,GW241116_151753,https://gwosc.org/eventapi/json/GWTC-5.0/GW241116_151753/v1,JSON file,json-url,,,,
889,GW241116_151753,https://gwosc.org/eventapi/html/GWTC-5.0/GW241116_151753/v1,GWTC link,open-data,,,,
890,GW241116_151753,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241116_151753-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
891,GW241116_151753,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
892,GW241114_235258,https://gwosc.org/eventapi/json/GWTC-5.0/GW241114_235258/v1,JSON file,json-url,,,,
893,GW241114_235258,https://gwosc.org/eventapi/html/GWTC-5.0/GW241114_235258/v1,GWTC link,open-data,,,,
894,GW241114_235258,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241114_235258-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
895,GW241114_235258,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
896,GW241114_024711,https://gwosc.org/eventapi/json/GWTC-5.0/GW241114_024711/v1,JSON file,json-url,,,,
897,GW241114_024711,https://gwosc.org/eventapi/html/GWTC-5.0/GW241114_024711/v1,GWTC link,open-data,,,,
898,GW241114_024711,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241114_024711-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
899,GW241114_024711,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
900,GW241113_163507,https://gwosc.org/eventapi/json/GWTC-5.0/GW241113_163507/v1,JSON file,json-url,,,,
901,GW241113_163507,https://gwosc.org/eventapi/html/GWTC-5.0/GW241113_163507/v1,GWTC link,open-data,,,,
902,GW241113_163507,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241113_163507-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
903,GW241113_163507,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
904,GW241111_111552,https://gwosc.org/eventapi/json/GWTC-5.0/GW241111_111552/v1,JSON file,json-url,,,,
905,GW241111_111552,https://gwosc.org/eventapi/html/GWTC-5.0/GW241111_111552/v1,GWTC link,open-data,,,,
906,GW241111_111552,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241111_111552-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
907,GW241111_111552,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
908,GW241110_124123,https://gwosc.org/eventapi/json/GWTC-5.0/GW241110_124123/v2,JSON file,json-url,,,,
909,GW241110_124123,https://gwosc.org/eventapi/html/GWTC-5.0/GW241110_124123/v2,GWTC link,open-data,,,,
910,GW241110_124123,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241110_124123-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
911,GW241110_124123,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
912,GW241109_115924,https://gwosc.org/eventapi/json/GWTC-5.0/GW241109_115924/v1,JSON file,json-url,,,,
913,GW241109_115924,https://gwosc.org/eventapi/html/GWTC-5.0/GW241109_115924/v1,GWTC link,open-data,,,,
914,GW241109_115924,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241109_115924-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
915,GW241109_115924,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
916,GW241109_033317,https://gwosc.org/eventapi/json/GWTC-5.0/GW241109_033317/v1,JSON file,json-url,,,,
917,GW241109_033317,https://gwosc.org/eventapi/html/GWTC-5.0/GW241109_033317/v1,GWTC link,open-data,,,,
918,GW241109_033317,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241109_033317-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
919,GW241109_033317,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
920,GW241109_005349,https://gwosc.org/eventapi/json/GWTC-5.0/GW241109_005349/v1,JSON file,json-url,,,,
921,GW241109_005349,https://gwosc.org/eventapi/html/GWTC-5.0/GW241109_005349/v1,GWTC link,open-data,,,,
922,GW241109_005349,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
923,GW241106_110932,https://gwosc.org/eventapi/json/GWTC-5.0/GW241106_110932/v1,JSON file,json-url,,,,
924,GW241106_110932,https://gwosc.org/eventapi/html/GWTC-5.0/GW241106_110932/v1,GWTC link,open-data,,,,
925,GW241106_110932,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
926,GW241102_144729,https://gwosc.org/eventapi/json/GWTC-5.0/GW241102_144729/v1,JSON file,json-url,,,,
927,GW241102_144729,https://gwosc.org/eventapi/html/GWTC-5.0/GW241102_144729/v1,GWTC link,open-data,,,,
928,GW241102_144729,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241102_144729-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
929,GW241102_144729,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
930,GW241102_124058,https://gwosc.org/eventapi/json/GWTC-5.0/GW241102_124058/v1,JSON file,json-url,,,,
931,GW241102_124058,https://gwosc.org/eventapi/html/GWTC-5.0/GW241102_124058/v1,GWTC link,open-data,,,,
932,GW241102_124058,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241102_124058-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
933,GW241102_124058,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
934,GW241101_220523,https://gwosc.org/eventapi/json/GWTC-5.0/GW241101_220523/v1,JSON file,json-url,,,,
935,GW241101_220523,https://gwosc.org/eventapi/html/GWTC-5.0/GW241101_220523/v1,GWTC link,open-data,,,,
936,GW241101_220523,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241101_220523-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
937,GW241101_220523,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
938,GW241101_034726,https://gwosc.org/eventapi/json/GWTC-5.0/GW241101_034726/v1,JSON file,json-url,,,,
939,GW241101_034726,https://gwosc.org/eventapi/html/GWTC-5.0/GW241101_034726/v1,GWTC link,open-data,,,,
940,GW241101_034726,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
941,GW241018_235402,https://gwosc.org/eventapi/json/GWTC-5.0/GW241018_235402/v1,JSON file,json-url,,,,
942,GW241018_235402,https://gwosc.org/eventapi/html/GWTC-5.0/GW241018_235402/v1,GWTC link,open-data,,,,
943,GW241018_235402,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
944,GW241011_233834,https://gwosc.org/eventapi/json/GWTC-5.0/GW241011_233834/v2,JSON file,json-url,,,,
945,GW241011_233834,https://gwosc.org/eventapi/html/GWTC-5.0/GW241011_233834/v2,GWTC link,open-data,,,,
946,GW241011_233834,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241011_233834-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
947,GW241011_233834,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
948,GW241009_220455,https://gwosc.org/eventapi/json/GWTC-5.0/GW241009_220455/v1,JSON file,json-url,,,,
949,GW241009_220455,https://gwosc.org/eventapi/html/GWTC-5.0/GW241009_220455/v1,GWTC link,open-data,,,,
950,GW241009_220455,https://zenodo.org/api/records/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-GW241009_220455-combined_PEDataRelease.hdf5/content,Data file,data-file,h5,zenodo,,
951,GW241009_220455,https://zenodo.org/record/20348005/files/IGWN-GWTC5p0-29ebe06b7_25-Archived_Skymaps.tar.gz,Sky Map,skymap-fits,tar,,,
